,text,label,party,year,country
2927,"Das wollen wir mit einem „Barrierefreiheits-Gesetz“ erreichen, das private wie öffentliche Anbieter*innen öffentlich zugänglicher Angebote und Dienstleistungen zu umfassender Barrierefreiheit und den Bund innerhalb von zehn Jahren zur Herstellung der Barrierefreiheit seiner Gebäude verpflichtet.",503.0,gruene,2021,9
2928,"Kleine Unternehmen werden durch eine Überforderungsklausel geschützt, aber zu angemessenen Vorkehrungen verpflichtet.",503.0,gruene,2021,9
2929,Durch eine Erhöhung der Bundesförderung soll der Anteil barrierefreier Wohnungen deutlich erhöht werden.,503.0,gruene,2021,9
2930,"Um selbstbestimmte Mobilität und selbstbestimmtes Wohnen zu ermöglichen, wollen wir außerdem die Städtebauförderung für inklusive Stadtquartiere stärken und die soziale Wohnraumförderung an Barrierefreiheit binden.",503.0,gruene,2021,9
2931,"Im ÖPNV, den alle Menschen mit Schwerbehinderung kostenfrei nutzen sollen können, in öffentlichen Einrichtungen, Ladengeschäften, Gewerbe- und Bürogebäuden soll Barrierefreiheit zum Standard werden.",503.0,gruene,2021,9
2932,Die Verbrechen der deutschen Geschichte gegenüber Menschen mit Behinderung wollen wir weiter aufarbeiten und die Opfer angemessen entschädigen.,602.1,gruene,2021,9
2934,Die christlichen Kirchen und Gemeinden sind wichtige Akteur*innen der Zivilgesellschaft.,603.0,gruene,2021,9
2935,Sie verleihen unserer Gesellschaft vielfältige Impulse und leisten einen Beitrag für den gesellschaftlichen Zusammenhalt.,606.1,gruene,2021,9
2936,"Für die Arbeit mit Pflegebedürftigen, Menschen mit Behinderungen und Kindern sind auch die kirchlichen Träger von großer Bedeutung.",603.0,gruene,2021,9
2937,"Ihre tatkräftige Unterstützung, wenn es um Seenotrettung und die Integration von Geflüchteten geht, ist ein wichtiger gesellschaftlicher Beitrag.",602.2,gruene,2021,9
2938,"Das Grundrecht auf Religions-, Gewissens- und Weltanschauungsfreiheit wollen wir, auch weltweit, weiter stärken",201.1,gruene,2021,9
2939,und religiös oder weltanschaulich Verfolgte schützen.,201.2,gruene,2021,9
2940,"Wir wahren das Selbstbestimmungsrecht der Religionsgemeinschaften,",603.0,gruene,2021,9
2941,"suchen die Kooperation und den Dialog mit allen Religions- und Weltanschauungsgemeinschaften, die das Grundgesetz achten,",503.0,gruene,2021,9
2942,und stehen dabei stets zum säkularen Staat und seinem Neutralitätsprinzip.,604.0,gruene,2021,9
2943,Auch Konfessionsfreie haben einen Anspruch auf umfassende Berücksichtigung ihrer Belange und auf gleichberechtigte Teilhabe.,503.0,gruene,2021,9
2944,Die gewachsene Beziehung zwischen Staat und den christlichen Kirchen wollen wir erhalten und wo nötig der gesellschaftlichen Realität anpassen.,603.0,gruene,2021,9
2945,"So wollen wir, dass beispielsweise das kirchliche Arbeitsrecht reformiert und die gewerkschaftliche Mitbestimmung gefördert wird",701.0,gruene,2021,9
2946,sowie die Ausnahmeklauseln für die Kirchen im Betriebsverfassungsgesetz,701.0,gruene,2021,9
2947,und im Allgemeinen Gleichbehandlungsgesetz aufgehoben werden.,503.0,gruene,2021,9
2948,Der religiöse Verkündigungsbereich bleibt hiervon unberührt.,603.0,gruene,2021,9
2949,"Die vielen Gläubigen, die sich für eine notwendige Modernisierung der christlichen Kirchen einsetzen",604.0,gruene,2021,9
2950,"und auf eine lückenlose Aufklärung der Fälle sexualisierter Gewalt dringen, unterstützen wir.",605.1,gruene,2021,9
2951,Die Vollendung des Verfassungsauftrags zur Ablösung der Staatsleistungen werden wir umsetzen.,604.0,gruene,2021,9
2952,"Den § 166 des Strafgesetzbuchs („Beschimpfung von Bekenntnissen, Religionsgesellschaften und Weltanschauungsvereinigungen“) wollen wir streichen sowie uns für eine unabhängige wissenschaftliche Einrichtung zur Erforschung der religiösen und weltanschaulichen Landschaft einsetzen.",604.0,gruene,2021,9
2955,"Demokratie lebt vom Vertrauen der Bürger*innen, jeder Anschein käuflicher Politik richtet Schaden an.",304.0,gruene,2021,9
2956,Wir wollen das Vertrauen in demokratische Institutionen und Mandatsträger*innen stärken,304.0,gruene,2021,9
2957,und das Primat der Politik gegenüber intransparenter Einflussnahme schützen.,304.0,gruene,2021,9
2958,Wir sind überzeugt: Transparente und nachvollziehbare Politik stärkt das Gemeinwohl.,304.0,gruene,2021,9
2959,Deshalb wollen wir Lobbyismus transparenter und den Einfluss organisierter Interessensgruppen und von Lobbyist*innen sichtbar machen.,304.0,gruene,2021,9
2960,"Das Lobbyregister wollen wir für Bundesregierung, Bundesministerien und Bundestag nachschärfen und die vielen Ausnahmen für maßgebliche Akteur*innen abschaffen.",304.0,gruene,2021,9
2961,"Mit dem legislativen Fußabdruck schaffen wir Klarheit, wer bei der Entstehung von Gesetzen Einfluss nimmt.",304.0,gruene,2021,9
2962,Interessenskonflikte wollen wir stärker in den Blick nehmen und den Wechsel aus Regierungsämtern in die Wirtschaft während einer Karenzzeit von zwei Jahren prüfen lassen.,304.0,gruene,2021,9
2963,Für Abgeordnete ist das freie Mandat der Mittelpunkt ihrer Tätigkeit.,304.0,gruene,2021,9
2964,"In Zukunft werden Einkünfte aus Nebentätigkeiten auf Euro und Cent veröffentlicht, für Unternehmensbeteiligungen und Aktienoptionen gibt es striktere Regeln und Spenden an Abgeordnete und die Lobbytätigkeit für Abgeordnete werden verboten.",304.0,gruene,2021,9
2965,Die Anwendung dieser Maßnahmen soll evaluiert werden.,304.0,gruene,2021,9
2966,Für Nebenverdienste von Abgeordneten wollen wir zudem eine verpflichtende Angabe der Branche.,304.0,gruene,2021,9
2967,Unabhängige Kontrolle stärkt die Transparenz und Integrität.,304.0,gruene,2021,9
2968,Zur wirkungsvollen Bekämpfung von Korruptionsfällen braucht es eine Neufassung des Straftatbestandes der Abgeordnetenbestechung und eine Überarbeitung der Beweisanforderungen.,304.0,gruene,2021,9
2969,Spenden an Parteien müssen transparenter gemacht werden.,304.0,gruene,2021,9
2970,Deshalb wollen wir striktere Veröffentlichungsregeln.,304.0,gruene,2021,9
2971,Parteispenden sollen auf natürliche Personen beschränkt und auf einen jährlichen Höchstbetrag von 100.000 Euro je Spender*in gedeckelt werden.,304.0,gruene,2021,9
2972,"Schon ab 5.000 Euro sollen Spenden im Rechenschaftsbericht genannt werden, ab 25.000 Euro soll die Pflicht zur sofortigen Veröffentlichung greifen.",304.0,gruene,2021,9
2973,"Solange es keine gesetzliche Regelung gibt, wenden wir die über das Parteiengesetz hinausgehenden Regelungen unseres Spendenkodex an.",304.0,gruene,2021,9
2974,Für das Parteiensponsoring wollen wir endlich eine gesetzliche Regelung und eine Veröffentlichung ab dem ersten Euro und eine jährliche Höchstgrenze je Sponsor*in einführen.,304.0,gruene,2021,9
2975,"Das Parteiengesetz und die unabhängige Kontrolle werden wir stärken, damit verdeckte Wahlkampffinanzierung besser bekämpft werden kann.",304.0,gruene,2021,9
2976,"Politische Werbung und Kampagnen im Netz müssen transparenter werden – solange es keine verpflichtenden Regulierungen gibt, gehen wir mit unserer Selbstverpflichtung voran.",304.0,gruene,2021,9
2978,"Der Bundestag ist der zentrale Ort für öffentliche Debatten, Rede und Gegenrede und Entscheidungen unserer Demokratie.",202.1,gruene,2021,9
2979,Für gute Gesetzgebung braucht es ausreichende Beratung und eine Stärkung der Kontrollrechte des Parlaments.,202.1,gruene,2021,9
2980,Wir wollen die Rolle des Bundestages bei der Gesetzgebung ausbauen.,202.1,gruene,2021,9
2981,Seine Arbeitsfähigkeit ist zu garantieren und zu stärken.,202.1,gruene,2021,9
2982,"Deshalb setzen wir uns für eine Wahlrechtsreform ein, die das Parlament deutlich verkleinert, unter anderem durch die Reduzierung von Wahlkreisen, die außerdem fair und verfassungsgemäß ist, und bei der jede Stimme gleich viel wert ist.",202.1,gruene,2021,9
2983,Im Rahmen dieser Reform sollten unter anderem die Verlängerung der Legislaturperiode und die Amtszeitbegrenzung für das Amt der Bundeskanzlerin oder des Bundeskanzlers geprüft werden.,202.1,gruene,2021,9
2984,Die Sitzungen der Fachausschüsse sollen in der Regel öffentlich stattfinden und gestreamt werden.,202.1,gruene,2021,9
2985,Die Abgeordneten sollen in ihren Kontrollrechten gegenüber der Regierung mit einem Akteneinsichtsrecht gestärkt werden.,202.1,gruene,2021,9
2986,"Komplexe Gesetzgebungsverfahren wollen wir verständlicher machen, indem Textgegenüberstellungen der Gesetzesänderungen öffentlich gemacht werden.",202.1,gruene,2021,9
2988,Es ist höchste Zeit für eine faire Verteilung von Macht.,202.1,gruene,2021,9
2989,"Unsere repräsentative Demokratie muss diverser werden, unsere Parlamente brauchen die Vielfalt der Herkunft und Lebenswege, die Debatten brauchen die Perspektiven, die daraus entstehen.",503.0,gruene,2021,9
2990,"Wir werden Hürden abbauen damit auch queere Menschen, Nicht-Akademiker*innen, Menschen mit Behinderung und Menschen mit Migrationsgeschichte gleichberechtigt und selbstverständlich vertreten sind.",503.0,gruene,2021,9
2991,"Macht fair teilen heißt auch, dass es dringend mehr Frauen in den Parlamenten und Kommunalvertretungen braucht, denn sie stellen 51 Prozent der Wahlberechtigten.",503.0,gruene,2021,9
2992,Gleichberechtigung von Frauen ist ein historischer und verfassungsrechtlicher Auftrag für uns alle und soll sich bereits bei den Nominierungsverfahren niederschlagen.,503.0,gruene,2021,9
2993,"Dass Parität per Gesetz wirksam und angemessen ist, zeigen Beispiele aus dem europäischen Ausland.",503.0,gruene,2021,9
2994,"Dass verfassungsrechtlich hohe Hürden bestehen, haben Urteile von Verfassungsgerichten aus zwei Bundesländern aufgezeigt.",503.0,gruene,2021,9
2995,"Diese Hürden gilt es abzubauen, um rechtlich gute Lösungen zu finden.",503.0,gruene,2021,9
2996,Wir setzen uns daher auch im Bund für ein Paritätsgesetz ein und werden entsprechende Gesetzesänderungen auf den Weg bringen.,503.0,gruene,2021,9
2997,"Um Frauen das politische Engagement zu erleichtern, braucht es auch Maßnahmen und Angebote, die Frauen den Einstieg in und die Gestaltung von Politik erleichtern.",503.0,gruene,2021,9
2999,"Demokratie lebt von der Gestaltung und dem Engagement aller Bürger*innen, vom Kindes- bis ins hohe Alter.",202.1,gruene,2021,9
3000,"Viele politische Entscheidungen von heute sind entscheidend für die Zukunft junger Menschen, und viele junge Menschen übernehmen früh Verantwortung für die Gesellschaft.",606.1,gruene,2021,9
3001,"Wenn Jugendliche in ihrem Lebensalltag demokratische Erfahrungen machen und ihre Rechte wahrnehmen können, stärkt das die Demokratie und macht sie zukunftssicherer.",202.1,gruene,2021,9
3002,"Um möglichst breite Bündnisse für eine verfassungsändernde Wahlalterabsenkung schmieden zu können, wollen wir das Wahlalter für Bundestags- und Europawahlen in der kommenden Legislaturperiode auf 16 Jahre absenken.",202.1,gruene,2021,9
3003,Auf Basis einer Evaluation des Wahlalters 16 wollen wir das Wahlalter ggf. weiter absenken.,202.1,gruene,2021,9
3005,Direkte Beteiligungsmöglichkeiten bereichern die Demokratie und stärken die Repräsentanz.,202.4,gruene,2021,9
3006,"Mit Bürger*innenräten schaffen wir die Möglichkeit, bei ausgewählten Themen die Alltagserfahrung von Bürger*innen in die Gesetzgebung einfließen zu lassen.",202.4,gruene,2021,9
3007,"Wir sorgen in einem ersten Schritt dafür, dass es eine gesetzliche Grundlage für Bürger*innenräte gibt und sich das Parlament mit den Ergebnissen beschäftigen muss.",202.4,gruene,2021,9
3008,"In der kommenden Wahlperiode wollen wir weitere Optionen für eine stärkere Institutionalisierung von Bürger*innenräten prüfen, unter anderem direktdemokratische Verfahren zu einzelnen Beratungsergebnissen.",202.4,gruene,2021,9
3009,"Auf Initiative der Regierung, des Parlaments oder eines Bürger*innenbegehrens beraten zufällig ausgewählte Menschen, die in Deutschland leben und mindestens 16 Jahre alt sein müssen, in einem festgelegten Zeitraum über eine konkrete Fragestellung.",202.4,gruene,2021,9
3010,Sie erarbeiten Handlungsempfehlungen und geben Impulse für die öffentliche Auseinandersetzung und die parlamentarische Entscheidung.,202.4,gruene,2021,9
3011,"Eine freie, gleiche und faire Beratung muss sichergestellt werden, unter anderem durch zivilgesellschaftliche und wissenschaftliche Beratung.",202.4,gruene,2021,9
3012,"Außerdem werden wir ein digitales Portal, wie es zum Beispiel in Baden-Württemberg schon erfolgreich angewendet wird, für die aktive Beteiligung an der Gesetzgebung einführen und das Petitionsrecht zu einem leicht zugänglichen Instrument für bessere Mitwirkung am demokratischen Prozess ausbauen.",202.4,gruene,2021,9
3013,Wir wollen Beteiligung fördern und politische Bildung als wichtige Querschnittsaufgabe auch auf kommunaler Ebene voranbringen.,202.1,gruene,2021,9
3015,Kritischer und unabhängiger Journalismus ist eine Säule unserer Demokratie.,202.1,gruene,2021,9
3016,"Wir stehen zu einem pluralistischen, kritischen und staatsfernen öffentlich-rechtlichen Rundfunk für alle, genauso wie für Qualität und Vielfalt der privaten und Non-Profit-Medienlandschaft.",202.1,gruene,2021,9
3017,"Damit der öffentlich-rechtliche Rundfunk stark und zukunftsfest aufgestellt ist, arbeiten wir für eine funktionsgerechte Finanzierung, die einem definierten Programmauftrag folgt.",202.1,gruene,2021,9
3018,"Weil er von allen finanziert wird, muss er auch alle erreichen.",503.0,gruene,2021,9
3019,"Aus seiner besonderen Stellung und dem Anspruch, die Vielfalt der Lebenswelten, Meinungen und Interessen der Bevölkerung abzubilden, ergibt sich auch sein Reformbedarf.",503.0,gruene,2021,9
3020,Die Digitalisierung des öffentlich- rechtlichen Rundfunks muss vorangetrieben und seine bisherigen Angebote müssen überprüft werden.,502.0,gruene,2021,9
3021,Hierfür wollen wir gemeinsam mit den Ländern eine Initiative auf den Weg bringen und eine gesellschaftliche Debatte anstoßen.,502.0,gruene,2021,9
3022,"Wir setzen uns für Rundfunkräte ein, die die Vielfalt unserer heutigen Gesellschaft besser abbilden, durchsetzungsstärker sowie sender- und staatsferner werden.",503.0,gruene,2021,9
3023,Die Mediatheken der Öffentlich-Rechtlichen sollen bei angemessener Vergütung der Urheber*innen dauerhaft zugänglich und europäisch verzahnt werden.,502.0,gruene,2021,9
3024,"Lokale Medien brauchen eine mit den Ländern abgestimmte, staatsfern organisierte Förderung.",202.1,gruene,2021,9
3025,"Qualitätsjournalismus braucht deutlich bessere Rahmenbedingungen, etwa durch Verbesserungen bei Quellenschutz und Auskunftsansprüchen oder die Öffnung der Künstlersozialkasse für Journalist*innen samt Beitragspflicht für Medienplattformen.",502.0,gruene,2021,9
3026,Gemeinnütziger Journalismus braucht Rechtssicherheit.,202.1,gruene,2021,9
3028,Digitale Plattformen und Anwendungen müssen den Menschen dienen und nicht umgekehrt.,403.0,gruene,2021,9
3029,"Uns geht es darum, Nutzerrechte und demokratischen Diskurs zu stärken",202.1,gruene,2021,9
3030,und dabei die Balance zwischen Persönlichkeitsschutz und Meinungsfreiheit zu wahren.,201.1,gruene,2021,9
3031,Wir wollen Hasskriminalität im Netz und das bewusste Verbreiten von Falschinformationen wirksamer bekämpfen.,605.1,gruene,2021,9
3032,Dafür wollen wir einen effektiven Gesetzesrahmen entwickeln.,605.1,gruene,2021,9
3033,Betroffene müssen sich schnell und effektiv gegen Angriffe im Netz wehren können.,605.1,gruene,2021,9
3034,Das wollen wir durch die ambitionierte Ausgestaltung und dann zügige Umsetzung des Digital Services Act der EU erreichen.,108.0,gruene,2021,9
3035,"Wir treten für einen effektiven Umgang mit Nutzerbeschwerden,",403.0,gruene,2021,9
3036,eine Verbesserung der Strafverfolgung,605.1,gruene,2021,9
3037,und der zivilrechtlichen Durchsetzung ein.,605.1,gruene,2021,9
3038,Dafür brauchen wir personell wie technisch bestmöglich aufgestellte Strafverfolgungsbehörden.,605.1,gruene,2021,9
3039,"Diese müssen, gut geschult, auf Grundlage klarer Rechtsvorgaben arbeiten können.",605.1,gruene,2021,9
3040,Plattformbetreiber*innen müssen ihrer großen Verantwortung europaweit gerecht werden.,403.0,gruene,2021,9
3041,"Sie dürfen bestehende Rechte nicht aushöhlen, sind für Inhalte haftbar und müssen beim Moderieren von Inhalten die Grundrechte wahren.",403.0,gruene,2021,9
3042,"Bei Entscheidungen darüber, welche Inhalte auf digitalen Plattformen keinen Platz haben dürfen, könnte der gezielte Einsatz von repräsentativen, zivilgesellschaftlichen Plattformräten eine Möglichkeit sein.",403.0,gruene,2021,9
3043,Große Anbieter*innen sollen sich durch eine Abgabe an den unabhängigen Beratungsangeboten für Betroffene von Hass und Hetze beteiligen.,403.0,gruene,2021,9
3044,"Dies wollen wir bündeln in einem Gesetz für digitalen Gewaltschutz, das die Möglichkeit beinhaltet, gegen Accounts vorzugehen, wenn kein*e Täter*in festgestellt wird.",605.1,gruene,2021,9
3045,"Jeder Mensch hat das Recht auf eine eigene Meinung, aber nicht auf eigene Fakten.",202.1,gruene,2021,9
3046,"Für Porno-Plattformen, die nutzergenerierte Inhalte hosten, müssen besondere Sorgfaltspflichten gelten, um Menschen zu schützen, deren Bildmaterial gegen ihren Willen dort gezeigt wird.",403.0,gruene,2021,9
3047,"Für den Umgang mit Desinformation, aber auch für die Rechtskontrolle der Anbieter*innen insgesamt wollen wir die Aufsicht national wie auch europäisch besser strukturieren, unter anderem mit einer gemeinsamen Medienanstalt der Länder.",403.0,gruene,2021,9
3048,Eine Verpflichtung zum Einsatz von Uploadfiltern lehnen wir ab.,201.1,gruene,2021,9
3050,Unser Alltag wird immer häufiger von Teilhabe an und Zugang zu Software geprägt.,411.0,gruene,2021,9
3051,"Freie und offene Software bildet dabei die Grundlage unzähliger Anwendungen, seien es digitale Lernplattformen, sichere Anwendungen für die Heimarbeit, Stärkung der IT-Sicherheit mit guter Verschlüsselung oder sichere und einfache Abstimmungsmöglichkeiten in der Vereins- und Parteiarbeit.",411.0,gruene,2021,9
3052,"Sie spielt in immer mehr gesellschaftlich relevanten Bereichen eine entscheidende Rolle und ist Grundlage für unsere Anforderungen in Bezug auf Offenheit, Teilhabe und Sicherheit.",411.0,gruene,2021,9
3053,"Doch oftmals fehlt es den Entwickler*innen an Unterstützung, diese dauerhaft auf dem neuesten Stand der Technik zu halten und anwendungsfreundlich, barrierefrei und inklusiv zu gestalten.",402.0,gruene,2021,9
3054,"Wir treten daher dafür ein, eine eigenständige öffentliche Förderstiftung zu schaffen, die gesellschaftlich relevante, freie und offene Software fördert, deren Ergebnisse Gesellschaft, Wissenschaft, Schulen, Wirtschaft und Verwaltung zur Verfügung stehen und barrierefrei zugänglich sind.",402.0,gruene,2021,9
3055,"Durchgehende Ende-zu-Ende- Verschlüsselungen schützen Grundrechte, schaffen Vertrauen in digitale Anwendungen und müssen zum Standard bei allen staatlichen IT-Vorhaben werden.",201.1,gruene,2021,9
3057,Eine lebendige Zivilgesellschaft ist elementar für die politische Auseinandersetzung in unserer Demokratie.,202.1,gruene,2021,9
3058,"Engagierte Menschen in Initiativen, Verbänden, Vereinen oder NGOs stärken den Zusammenhalt, tragen dazu bei, wichtige Anliegen, wie beispielsweise den Kampf gegen Rassismus, auf die öffentliche Tagesordnung zu setzen, und leisten ihren Beitrag zur Willensbildung.",606.1,gruene,2021,9
3059,"Wir machen uns dafür stark, dass sie ihrer Arbeit in Zukunft gut abgesichert, ohne Einschüchterung und Kriminalisierung nachgehen können.",606.1,gruene,2021,9
3060,"Mit einem Demokratiefördergesetz wollen wir ihr Engagement und das demokratiebelebender Initiativen und Organisationen nachhaltig, projektunabhängig und unbürokratisch finanziell absichern.",202.1,gruene,2021,9
3061,Die Arbeit der politischen Stiftungen wollen wir verbindlicher regeln.,202.1,gruene,2021,9
3062,"Wir wollen sicherstellen, dass sie an den Werten des Grundgesetzes orientiert sind und – auch in ihrem Verhältnis zu den Parteien – Transparenz herstellen.",202.1,gruene,2021,9
3063,Dafür schaffen wir eine eigenständige gesetzliche Grundlage.,202.1,gruene,2021,9
3065,Alle Bürger*innen sollen gleichberechtigt an der Willensbildung unserer Gesellschaft teilhaben können.,503.0,gruene,2021,9
3066,"Die Gemeinnützigkeit ist dafür ein wichtiger Status, der an vielen Stellen überhaupt erst Zugänge öffnet.",202.1,gruene,2021,9
3067,"Damit Initiativen und Verbände eigenständig bleiben, sorgen wir deshalb für Klarheit und Rechtssicherheit im Gemeinnützigkeitsrecht.",606.1,gruene,2021,9
3068,Ihre gemeinnützigen Ziele sollen sie auch durch politische Meinungsäußerungen und Aktivitäten wie Studien und Demonstrationen verwirklichen dürfen.,606.1,gruene,2021,9
3069,"Nicht nur die Förderung des demokratischen Staatswesens, sondern auch die Förderung tragender Grundsätze sollte klar gemeinnützig sein.",202.1,gruene,2021,9
3070,"Die Gemeinnützigkeit zusätzlicher Zwecke wie des Friedens, der Durchsetzung der nationalen und internationalen Grund- und Menschenrechte, der Rechtsstaatlichkeit, der Durchsetzung des Sozialstaatsgebotes und allgemein der gleichberechtigten Teilhabe und der Bekämpfung von Diskriminierung wollen wir anerkennen und stärken.",202.1,gruene,2021,9
3071,"Mit der Einführung einer Demokratieklausel stellen wir sicher, dass sich Vereine aktiv an gesellschaftlichen Debatten beteiligen können.",202.1,gruene,2021,9
3072,Die Beweislastumkehr in § 51 Absatz 3 Abgabenordnung wollen wir abschaffen.,202.1,gruene,2021,9
3073,Für mehr Transparenz sorgen wir mit einem Gemeinnützigkeitsregister und einfach handhabbaren Transparenzpflichten sowie mit Regeln zur Offenlegung der Spendenstruktur.,202.1,gruene,2021,9
3075,Engagement und Ehrenamt stützen unsere Gesellschaft auf vielfältige Weise.,606.1,gruene,2021,9
3076,"Die Aufgabe des Staates ist es, Engagement und Ehrenamt zu ermöglichen, zu fördern und zu stärken.",606.1,gruene,2021,9
3077,"Dazu gehören zunehmend auch digitale Formen des Ehrenamtes, denn sie ermöglichen Vernetzung bei weiten Entfernungen oder wenn dem physischen Engagement anderes im Wege steht.",606.1,gruene,2021,9
3078,Dafür wollen wir die bürokratischen Hürden für Engagement ab- und Bildungsangebote für Engagierte ausbauen sowie die Förderpolitik neu aufstellen.,606.1,gruene,2021,9
3079,"Die Deutsche Stiftung für Engagement und Ehrenamt wollen wir zu einer echten Förderstiftung weiterentwickeln, die lokal und dezentral Organisationen unterstützt.",606.1,gruene,2021,9
3080,"Zusammen mit Ländern und Kommunen wollen wir eine Engagementkarte einführen, um den Besuch von Schwimmbädern und Kultureinrichtungen oder die Nutzung von ÖPNV zu vergünstigen.",606.1,gruene,2021,9
3081,Die Übungsleiter- und Ehrenamtspauschale wollen wir sukzessive angleichen.,606.1,gruene,2021,9
3083,Freiwilligendienste stärken den Zusammenhalt und fördern die aktive Teilhabe an unserer Gesellschaft.,606.1,gruene,2021,9
3084,"Jeder Mensch, der das möchte, soll garantiert einen Freiwilligendienst in Deutschland oder Europa machen können.",606.1,gruene,2021,9
3085,Wir wollen die Jugendfreiwilligendienste (wie das Freiwillige Soziale Jahr und das Freiwillige Ökologische Jahr) und den Bundesfreiwilligendienst auf 200.000 Plätze jährlich verdoppeln.,606.1,gruene,2021,9
3086,"Die Freiwilligendienste sollen besser ausfinanziert werden, damit sich junge Menschen unabhängig vom Einkommen ihrer Eltern engagieren können.",503.0,gruene,2021,9
3087,Dafür wollen wir die Taschengeldsätze auf ein einheitliches Niveau anheben und kostenlose ÖPNV-Tickets ermöglichen.,503.0,gruene,2021,9
3088,"Die Rahmenbedingungen sollen inklusiver werden, damit jede*r, egal ob jung oder alt, ob zu Beginn, in einer Orientierungsphase oder nach Beendigung des Berufslebens, einen passenden Freiwilligendienstplatz für sich findet.",503.0,gruene,2021,9
3091,"Die Staatsangehörigkeit stellt ein dauerhaftes Band rechtlicher Gleichheit, Teilhabe und Zugehörigkeit sicher.",601.1,gruene,2021,9
3092,"Wer in Deutschland geboren wird, soll die deutsche Staatsbürgerschaft erhalten, wenn ein Elternteil rechtmäßig seinen gewöhnlichen Aufenthalt in Deutschland hat.",607.2,gruene,2021,9
3093,"Die Staatsangehörigkeit darf, auch als Lehre aus dem nationalsozialistischen Unrecht, nicht entzogen werden.",607.2,gruene,2021,9
3094,"Für Menschen, die hier jahrelang leben und Teil dieser Gesellschaft geworden sind, sollen Einbürgerungen früher möglich werden.",607.2,gruene,2021,9
3095,"Nach fünf Jahren Aufenthalt in Deutschland sollen alle einen Antrag auf Einbürgerung stellen können, auch für anerkannte Geflüchtete gilt ein beschleunigtes und vereinfachtes Einbürgerungsverfahren.",607.2,gruene,2021,9
3096,Den Optionszwang im Staatsangehörigkeitsrecht wollen wir abschaffen und Mehrstaatigkeit anerkennen.,607.2,gruene,2021,9
3097,Die vorgenommenen Aushöhlungen des Staatsangehörigkeitsrechts wollen wir zurücknehmen und die Einbürgerungsverfahren entbürokratisieren.,607.2,gruene,2021,9
3098,"Hindernisse bei der Identitätsklärung, die nicht in der Hand der Einzubürgernden liegen, dürfen ihnen nicht angelastet werden.",607.2,gruene,2021,9
3099,"Für binationale Familien und Paare, egal ob mit oder ohne Trauschein, wollen wir die Einreise unbürokratisch und fair gestalten.",607.2,gruene,2021,9
3100,"Um sich in Deutschland ein Leben aufzubauen, braucht es langfristige Perspektiven.",607.2,gruene,2021,9
3102,"Deutschland ist ein Einwanderungsland, doch bis heute fehlen eine aktive Einwanderungspolitik und ein Einwanderungsrecht, das Einwanderung tatsächlich fördert und nicht komplizierter macht.",602.2,gruene,2021,9
3103,"Wir wollen ein modernes Einwanderungsgesetz beschließen, das neue Zugangswege für Bildungs- und Arbeitsmigration schafft – auch für Menschen, die ihre Talente und Fähigkeiten nicht durch formale oder anerkannte Bildungsabschlüsse nachweisen können –, das transparente, unbürokratische und faire Verfahren bietet, das globale und regionale Notwendigkeiten berücksichtigt.",602.2,gruene,2021,9
3104,Dafür soll auf Basis des jährlichen Arbeitskräftebedarfs eine punktebasierte Talentkarte eingeführt werden.,602.2,gruene,2021,9
3105,"Wir erleichtern die Bildungsmigration über Stipendien und Ausbildungsvisa, genauso wie die Voraussetzungen für eine unbefristete Aufenthaltserlaubnis und die Anerkennung von im Ausland erworbenen Berufsqualifikationen.",602.2,gruene,2021,9
3106,Außerdem beenden wir den automatischen Verlust der Aufenthaltserlaubnis nach einem sechsmonatigen Aufenthalt im Ausland.,602.2,gruene,2021,9
3107,"Für Menschen, die sich ohne sicheren Aufenthaltstitel in Deutschland befinden, jedoch in den Arbeitsmarkt integriert sind oder deren Qualifizierung in den Arbeitskräftebedarf passt, soll es die Möglichkeit zum echten Spurwechsel geben.",607.2,gruene,2021,9
3108,"Gut funktionierende Konzepte der Arbeitsmigration, wie die Westbalkanregelung, bauen wir aus und verstetigen sie.",602.2,gruene,2021,9
3110,"Ankommen ist in einer vielfältigen Einwanderungsgesellschaft ein wechselseitiger Prozess mit dem Ziel, gleiche Zugänge und Teilhabechancen in allen Bereichen des Lebens zu schaffen.",607.2,gruene,2021,9
3111,"Er stellt sowohl Anforderungen an die, die zu uns kommen, als auch an alle, die schon länger hier leben, und gelingt nur, wenn alle zusammenkommen und einen gemeinsamen Weg einschlagen.",607.2,gruene,2021,9
3112,Für das Zusammenleben sind die Werte des Grundgesetzes die Grundlage.,202.1,gruene,2021,9
3113,"Der Zugang zu und die Teilnahme an Sprachkursen ist essentiell, deshalb treten wir dafür ein, dass alle neu ankommenden Migrant*innen und Geflüchteten von Anfang an ein Recht auf einen kostenfreien Zugang zu passgenauen, gut erreichbaren und bundesfinanzierten Sprach- und Integrationskursen haben.",607.2,gruene,2021,9
3114,Besonders wollen wir die Zugänglichkeit der Kurse für Frauen sicherstellen und auch Angebote für Menschen mit Lernschwierigkeiten aufbauen.,607.2,gruene,2021,9
3115,"Denn derzeit ist das für viele Personen, etwa Familiennachzügler oder EU-Bürger*innen, nur schwer und kostenpflichtig möglich.",607.2,gruene,2021,9
3116,Zudem wollen wir die nach 2015 ausgebauten Angebote an weiterführenden Sprachkursen aufrechterhalten.,607.2,gruene,2021,9
